sample_name,BioSample,rnai,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Strain,Instrument,Experiment,Run,Sample.Name
Su[var]3-7_SRR3488432,SAMN04960934,Su[var]3-7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750436,SRR3488432,GSM2146695
row_SRR3488433,SAMN04960937,row,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750437,SRR3488433,GSM2146696
CG33213_SRR3488434,SAMN04960938,CG33213,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750438,SRR3488434,GSM2146697
G9a_SRR3488435,SAMN04960939,G9a,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750439,SRR3488435,GSM2146698
TFAM_SRR3488436,SAMN04960940,TFAM,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750440,SRR3488436,GSM2146699
Cenp-C_SRR3488437,SAMN04960941,Cenp-C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750441,SRR3488437,GSM2146700
chm_SRR3488438,SAMN04960942,chm,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750442,SRR3488438,GSM2146701
pho_SRR3488439,SAMN04960943,pho,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750443,SRR3488439,GSM2146702
MED8_SRR3488440,SAMN04960944,MED8,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750444,SRR3488440,GSM2146703
Myb_SRR3488441,SAMN04960945,Myb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750445,SRR3488441,GSM2146704
Pur-alpha_SRR3488442,SAMN04960946,Pur-alpha,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750446,SRR3488442,GSM2146705
sd_SRR3488443,SAMN04960947,sd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750447,SRR3488443,GSM2146706
Taf6_SRR3488444,SAMN04960948,Taf6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750448,SRR3488444,GSM2146707
Bgb_SRR3488445,SAMN04960949,Bgb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750449,SRR3488445,GSM2146708
CG13624_SRR3488446,SAMN04960950,CG13624,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750450,SRR3488446,GSM2146709
CG8765_SRR3488447,SAMN04960951,CG8765,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750451,SRR3488447,GSM2146710
CG11560_SRR3488448,SAMN04960952,CG11560,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750452,SRR3488448,GSM2146711
Sox14_SRR3488449,SAMN04960953,Sox14,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750453,SRR3488449,GSM2146712
ATbp_SRR3488450,SAMN04960954,ATbp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750454,SRR3488450,GSM2146713
ecd_SRR3488451,SAMN04960955,ecd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750455,SRR3488451,GSM2146714
MBD-R2_SRR3488452,SAMN04960956,MBD-R2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750456,SRR3488452,GSM2146715
Mes-4_SRR3488453,SAMN04960957,Mes-4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750457,SRR3488453,GSM2146716
net_SRR3488454,SAMN04960962,net,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750458,SRR3488454,GSM2146717
Ravus_SRR3488455,SAMN04960963,Ravus,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750459,SRR3488455,GSM2146718
Sin3A_SRR3488456,SAMN04960964,Sin3A,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750460,SRR3488456,GSM2146719
trx_SRR3488457,SAMN04960965,trx,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750461,SRR3488457,GSM2146720
CG14962_SRR3488458,SAMN04960958,CG14962,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750462,SRR3488458,GSM2146721
CG17186_SRR3488459,SAMN04960959,CG17186,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750463,SRR3488459,GSM2146722
CG4617_SRR3488460,SAMN04960960,CG4617,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750464,SRR3488460,GSM2146723
CG10949_SRR3488461,SAMN04960961,CG10949,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750465,SRR3488461,GSM2146724
mxc_SRR3488462,SAMN04960966,mxc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750466,SRR3488462,GSM2146725
CG6276_SRR3488463,SAMN04960967,CG6276,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750467,SRR3488463,GSM2146726
mbf1_SRR3488464,SAMN04960968,mbf1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750468,SRR3488464,GSM2146727
MESR4_SRR3488465,SAMN04960969,MESR4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750469,SRR3488465,GSM2146728
osa_SRR3488466,SAMN04960970,osa,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750470,SRR3488466,GSM2146729
Rel_SRR3488467,SAMN04960971,Rel,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750471,SRR3488467,GSM2146730
skd_SRR3488468,SAMN04960972,skd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750472,SRR3488468,GSM2146731
tsh_SRR3488469,SAMN04960973,tsh,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750473,SRR3488469,GSM2146732
CG11560_SRR3488470,SAMN04960974,CG11560,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750474,SRR3488470,GSM2146733
Xrp1_SRR3488471,SAMN04960975,Xrp1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750475,SRR3488471,GSM2146734
Bgb_SRR3488472,SAMN04960976,Bgb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750476,SRR3488472,GSM2146735
CG14962_SRR3488473,SAMN04960977,CG14962,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750477,SRR3488473,GSM2146736
Ets21C_SRR3488474,SAMN04960978,Ets21C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750478,SRR3488474,GSM2146737
MED15_SRR3488475,SAMN04960979,MED15,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750479,SRR3488475,GSM2146738
mle_SRR3488476,SAMN04960980,mle,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750480,SRR3488476,GSM2146739
p53_SRR3488477,SAMN04960981,p53,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750481,SRR3488477,GSM2146740
Rfx_SRR3488478,SAMN04960982,Rfx,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750482,SRR3488478,GSM2146741
Smox_SRR3488479,SAMN04960983,Smox,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750483,SRR3488479,GSM2146742
yps_SRR3488480,SAMN04960984,yps,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750484,SRR3488480,GSM2146743
ssp_SRR3488481,SAMN04960985,ssp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750485,SRR3488481,GSM2146744
TFAM_SRR3488482,SAMN04960986,TFAM,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750486,SRR3488482,GSM2146745
CG13624_SRR3488483,SAMN04960987,CG13624,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750487,SRR3488483,GSM2146746
Xrp1_SRR3488484,SAMN04960988,Xrp1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750488,SRR3488484,GSM2146747
G9a_SRR3488485,SAMN04960989,G9a,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750489,SRR3488485,GSM2146748
Lpt_SRR3488486,SAMN04960990,Lpt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750490,SRR3488486,GSM2146749
MED17_SRR3488487,SAMN04960991,MED17,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750491,SRR3488487,GSM2146750
fd68A_SRR3488488,SAMN04960992,fd68A,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750492,SRR3488488,GSM2146751
Pcl_SRR3488489,SAMN04960993,Pcl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750493,SRR3488489,GSM2146752
rhi_SRR3488490,SAMN04960814,rhi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750494,SRR3488490,GSM2146753
Spt6_SRR3488491,SAMN04960815,Spt6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750495,SRR3488491,GSM2146754
zf30C_SRR3488492,SAMN04960816,zf30C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750496,SRR3488492,GSM2146755
CG7839_SRR3488493,SAMN04960817,CG7839,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750497,SRR3488493,GSM2146756
NfI_SRR3488494,SAMN04960818,NfI,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750498,SRR3488494,GSM2146757
CG17912_SRR3488495,SAMN04960819,CG17912,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750499,SRR3488495,GSM2146758
E[z]_SRR3488496,SAMN04960820,E[z],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750500,SRR3488496,GSM2146759
CG4617_SRR3488497,SAMN04960821,CG4617,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750501,SRR3488497,GSM2146760
brm_SRR3488498,SAMN04960822,brm,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750502,SRR3488498,GSM2146761
MED18_SRR3488499,SAMN04960823,MED18,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750503,SRR3488499,GSM2146762
MRG15_SRR3488500,SAMN04960824,MRG15,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750504,SRR3488500,GSM2146763
pfk_SRR3488501,SAMN04960825,pfk,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750505,SRR3488501,GSM2146764
rno_SRR3488502,SAMN04960826,rno,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750506,SRR3488502,GSM2146765
stwl_SRR3488503,SAMN04960827,stwl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750507,SRR3488503,GSM2146766
Sox14_SRR3488504,SAMN04960828,Sox14,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750508,SRR3488504,GSM2146767
E[z]_SRR3488505,SAMN04960829,E[z],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750509,SRR3488505,GSM2146768
Thd1_SRR3488506,SAMN04960830,Thd1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750510,SRR3488506,GSM2146769
HmgD_SRR3488507,SAMN04960831,HmgD,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750511,SRR3488507,GSM2146770
Su[var]2-HP2_SRR3488508,SAMN04960832,Su[var]2-HP2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750512,SRR3488508,GSM2146771
CG7839_SRR3488509,SAMN04960833,CG7839,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750513,SRR3488509,GSM2146772
Arc42_SRR3488510,SAMN04960834,Arc42,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750514,SRR3488510,GSM2146773
MED24_SRR3488511,SAMN04960835,MED24,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750515,SRR3488511,GSM2146774
msl-3_SRR3488512,SAMN04960837,msl-3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750516,SRR3488512,GSM2146775
LacZ_SRR3488513,SAMN04960838,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750517,SRR3488513,GSM2146776
Rpd3_SRR3488514,SAMN04960839,Rpd3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750518,SRR3488514,GSM2146777
Su[H]_SRR3488515,SAMN04960840,Su[H],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750519,SRR3488515,GSM2146778
row_SRR3488516,SAMN04960841,row,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750520,SRR3488516,GSM2146779
Cenp-C_SRR3488517,SAMN04960842,Cenp-C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750521,SRR3488517,GSM2146780
mxc_SRR3488518,SAMN04960836,mxc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750522,SRR3488518,GSM2146781
CG8765_SRR3488519,SAMN04960843,CG8765,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750523,SRR3488519,GSM2146782
ATbp_SRR3488520,SAMN04960517,ATbp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750524,SRR3488520,GSM2146783
NfI_SRR3488521,SAMN04960518,NfI,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750525,SRR3488521,GSM2146784
Hnf4_SRR3488522,SAMN04960519,Hnf4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750526,SRR3488522,GSM2146785
MED6_SRR3488523,SAMN04960520,MED6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750527,SRR3488523,GSM2146786
MTA1-like_SRR3488524,SAMN04960521,MTA1-like,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750528,SRR3488524,GSM2146787
psq_SRR3488525,SAMN04960522,psq,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750529,SRR3488525,GSM2146788
Scm_SRR3488526,SAMN04960523,Scm,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750530,SRR3488526,GSM2146789
Su[var]3-7_SRR3488527,SAMN04960524,Su[var]3-7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750531,SRR3488527,GSM2146790
row_SRR3488528,SAMN04960525,row,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750532,SRR3488528,GSM2146791
CG33213_SRR3488529,SAMN04960526,CG33213,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750533,SRR3488529,GSM2146792
G9a_SRR3488530,SAMN04960527,G9a,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750534,SRR3488530,GSM2146793
TFAM_SRR3488531,SAMN04960528,TFAM,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750535,SRR3488531,GSM2146794
Cenp-C_SRR3488532,SAMN04960529,Cenp-C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750536,SRR3488532,GSM2146795
chm_SRR3488533,SAMN04960530,chm,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750537,SRR3488533,GSM2146796
pho_SRR3488534,SAMN04960531,pho,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750538,SRR3488534,GSM2146797
MED8_SRR3488535,SAMN04960532,MED8,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750539,SRR3488535,GSM2146798
Myb_SRR3488536,SAMN04960533,Myb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750540,SRR3488536,GSM2146799
Pur-alpha_SRR3488537,SAMN04960534,Pur-alpha,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750541,SRR3488537,GSM2146800
sd_SRR3488538,SAMN04960535,sd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750542,SRR3488538,GSM2146801
Taf6_SRR3488539,SAMN04960536,Taf6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750543,SRR3488539,GSM2146802
Bgb_SRR3488540,SAMN04960537,Bgb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750544,SRR3488540,GSM2146803
CG13624_SRR3488541,SAMN04960538,CG13624,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750545,SRR3488541,GSM2146804
CG8765_SRR3488542,SAMN04960539,CG8765,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750546,SRR3488542,GSM2146805
CG11560_SRR3488543,SAMN04960540,CG11560,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750547,SRR3488543,GSM2146806
MED1_SRR3486645,SAMN04959359,MED1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748640,SRR3486645,GSM2144908
CG18619_SRR3486646,SAMN04959360,CG18619,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748641,SRR3486646,GSM2144909
CG12054_SRR3486647,SAMN04959361,CG12054,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748642,SRR3486647,GSM2144910
Pc_SRR3486648,SAMN04959362,Pc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748643,SRR3486648,GSM2144911
apt_SRR3486649,SAMN04959363,apt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748644,SRR3486649,GSM2144912
CG42724_SRR3486652,SAMN04959366,CG42724,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748647,SRR3486652,GSM2144915
Ets21C_SRR3486654,SAMN04959368,Ets21C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748650,SRR3486654,GSM2144917
CG17186_SRR3486655,SAMN04959369,CG17186,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748651,SRR3486655,GSM2144918
CG18011_SRR3486656,SAMN04959370,CG18011,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748652,SRR3486656,GSM2144919
CG33213_SRR3486658,SAMN04959372,CG33213,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748654,SRR3486658,GSM2144921
egg_SRR3486659,SAMN04959373,egg,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748655,SRR3486659,GSM2144922
CG31612_SRR3486660,SAMN04959374,CG31612,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748656,SRR3486660,GSM2144923
CG1603_SRR3486667,SAMN04959381,CG1603,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748663,SRR3486667,GSM2144930
ct_SRR3486669,SAMN04959385,ct,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748665,SRR3486669,GSM2144932
ix_SRR3486671,SAMN04959387,ix,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748667,SRR3486671,GSM2144934
Thd1_SRR3486673,SAMN04959170,Thd1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748669,SRR3486673,GSM2144936
tai_SRR3486675,SAMN04959384,tai,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748671,SRR3486675,GSM2144938
MED31_SRR3486677,SAMN04959172,MED31,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748673,SRR3486677,GSM2144940
egg_SRR3486679,SAMN04959389,egg,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748675,SRR3486679,GSM2144942
usp_SRR3486680,SAMN04959390,usp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748676,SRR3486680,GSM2144943
ptip_SRR3486683,SAMN04959393,ptip,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748679,SRR3486683,GSM2144946
zfh1_SRR3486686,SAMN04959396,zfh1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748682,SRR3486686,GSM2144949
aop_SRR3486688,SAMN04959398,aop,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748684,SRR3486688,GSM2144951
e[y]2_SRR3486692,SAMN04959402,e[y]2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748688,SRR3486692,GSM2144955
NK7.1_SRR3486694,SAMN04959404,NK7.1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748690,SRR3486694,GSM2144957
CG17361_SRR3486695,SAMN04959405,CG17361,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748691,SRR3486695,GSM2144958
spt4_SRR3486696,SAMN04959406,spt4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748692,SRR3486696,GSM2144959
grp_SRR3486697,SAMN04959407,grp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748693,SRR3486697,GSM2144960
z_SRR3486709,SAMN04959089,z,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748705,SRR3486709,GSM2144972
MED27_SRR3486710,SAMN04959090,MED27,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748706,SRR3486710,GSM2144973
Cdc5_SRR3486711,SAMN04959091,Cdc5,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748707,SRR3486711,GSM2144974
CG43343_SRR3486716,SAMN04959096,CG43343,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1748712,SRR3486716,GSM2144979
