sample_name,BioSample,rnai,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Strain,Instrument,Experiment,Run,Sample.Name
CG7928_SRR3487140,SAMN04959450,CG7928,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749138,SRR3487140,GSM2145403
p53_SRR3487141,SAMN04959456,p53,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749139,SRR3487141,GSM2145404
Taf11_SRR3487143,SAMN04959451,Taf11,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749141,SRR3487143,GSM2145406
Zif_SRR3487146,SAMN04959454,Zif,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749144,SRR3487146,GSM2145409
pnr_SRR3487149,SAMN04959459,pnr,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749147,SRR3487149,GSM2145412
E[spl]mbeta-HLH_SRR3487151,SAMN04959461,E[spl]mbeta-HLH,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749149,SRR3487151,GSM2145414
wdn_SRR3487152,SAMN04959462,wdn,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749150,SRR3487152,GSM2145415
ash1_SRR3487157,SAMN04959467,ash1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749155,SRR3487157,GSM2145420
CG5641_SRR3487159,SAMN04959469,CG5641,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749157,SRR3487159,GSM2145422
su[Hw]_SRR3487161,SAMN04959471,su[Hw],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749159,SRR3487161,GSM2145424
MED20_SRR3487167,SAMN04959477,MED20,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749165,SRR3487167,GSM2145430
Chro_SRR3487169,SAMN04959481,Chro,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749167,SRR3487169,GSM2145432
Cp190_SRR3487172,SAMN04959484,Cp190,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749170,SRR3487172,GSM2145435
CG31365_SRR3487174,SAMN04959486,CG31365,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749172,SRR3487174,GSM2145437
Pur-alpha_SRR3487176,SAMN04959488,Pur-alpha,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749174,SRR3487176,GSM2145439
CG10959_SRR3487179,SAMN04959491,CG10959,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749177,SRR3487179,GSM2145442
CG14710_SRR3487182,SAMN04959494,CG14710,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749180,SRR3487182,GSM2145445
CycC_SRR3487184,SAMN04959496,CycC,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749182,SRR3487184,GSM2145447
CG4936_SRR3487186,SAMN04959498,CG4936,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749184,SRR3487186,GSM2145449
Stat92E_SRR3487187,SAMN04959499,Stat92E,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749185,SRR3487187,GSM2145450
l[1]1Bi_SRR3487189,SAMN04959501,l[1]1Bi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749187,SRR3487189,GSM2145452
CG2116_SRR3487191,SAMN04959503,CG2116,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749189,SRR3487191,GSM2145454
MED1_SRR3487193,SAMN04959505,MED1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749191,SRR3487193,GSM2145456
CG6654_SRR3487195,SAMN04959507,CG6654,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749193,SRR3487195,GSM2145458
CG15514_SRR3487197,SAMN04959509,CG15514,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749195,SRR3487197,GSM2145460
HP1c_SRR3487198,SAMN04959510,HP1c,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749196,SRR3487198,GSM2145461
Mnt_SRR3487200,SAMN04959765,Mnt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749198,SRR3487200,GSM2145463
tai_SRR3487202,SAMN04959767,tai,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749200,SRR3487202,GSM2145465
CG2129_SRR3487203,SAMN04959768,CG2129,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749201,SRR3487203,GSM2145466
CG9609_SRR3487204,SAMN04959769,CG9609,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749202,SRR3487204,GSM2145467
CG6689_SRR3487207,SAMN04959772,CG6689,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749205,SRR3487207,GSM2145470
CG17806_SRR3487209,SAMN04959774,CG17806,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749207,SRR3487209,GSM2145472
CG3847_SRR3487212,SAMN04959777,CG3847,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749210,SRR3487212,GSM2145475
MED27_SRR3487215,SAMN04959780,MED27,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749213,SRR3487215,GSM2145478
abo_SRR3487218,SAMN04959783,abo,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749216,SRR3487218,GSM2145481
CG8089_SRR3487222,SAMN04959787,CG8089,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749220,SRR3487222,GSM2145485
E[bx]_SRR3487224,SAMN04959789,E[bx],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749222,SRR3487224,GSM2145487
CG10654_SRR3487225,SAMN04959790,CG10654,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749223,SRR3487225,GSM2145488
CG14667_SRR3487227,SAMN04959792,CG14667,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749225,SRR3487227,GSM2145490
CG18764_SRR3487228,SAMN04959705,CG18764,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749226,SRR3487228,GSM2145491
e[y]1_SRR3487229,SAMN04959706,e[y]1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749227,SRR3487229,GSM2145492
tsh_SRR3487231,SAMN04959708,tsh,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749229,SRR3487231,GSM2145494
Nipped-A_SRR3487232,SAMN04959709,Nipped-A,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749230,SRR3487232,GSM2145495
CG8388_SRR3487234,SAMN04959704,CG8388,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749232,SRR3487234,GSM2145497
MESR4_SRR3487235,SAMN04959710,MESR4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749233,SRR3487235,GSM2145498
CG17359_SRR3487237,SAMN04959712,CG17359,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749235,SRR3487237,GSM2145500
Dif_SRR3487241,SAMN04959716,Dif,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749239,SRR3487241,GSM2145504
CG17385_SRR3487244,SAMN04959719,CG17385,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749242,SRR3487244,GSM2145507
maf-S_SRR3487246,SAMN04959721,maf-S,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749244,SRR3487246,GSM2145509
MED10_SRR3487248,SAMN04959723,MED10,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749246,SRR3487248,GSM2145511
Alh_SRR3487250,SAMN04959725,Alh,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749248,SRR3487250,GSM2145513
Taf13_SRR3487252,SAMN04959727,Taf13,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749250,SRR3487252,GSM2145515
HmgZ_SRR3487254,SAMN04959729,HmgZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749252,SRR3487254,GSM2145517
CG18011_SRR3487256,SAMN04959731,CG18011,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749254,SRR3487256,GSM2145519
CG7386_SRR3487259,SAMN04959794,CG7386,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749257,SRR3487259,GSM2145522
Meics_SRR3487261,SAMN04959796,Meics,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749259,SRR3487261,GSM2145524
CG1024_SRR3487262,SAMN04959797,CG1024,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749260,SRR3487262,GSM2145525
Hand_SRR3487264,SAMN04959799,Hand,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749262,SRR3487264,GSM2145527
lola_SRR3487269,SAMN04959804,lola,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749267,SRR3487269,GSM2145532
ptip_SRR3487272,SAMN04959807,ptip,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749270,SRR3487272,GSM2145535
Taf1_SRR3487274,SAMN04959809,Taf1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749272,SRR3487274,GSM2145537
Mio_SRR3487276,SAMN04959811,Mio,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749274,SRR3487276,GSM2145539
LacZ_SRR3487278,SAMN04959813,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749276,SRR3487278,GSM2145541
Opbp_SRR3487279,SAMN04959814,Opbp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749277,SRR3487279,GSM2145542
rhi_SRR3487281,SAMN04959816,rhi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749279,SRR3487281,GSM2145544
nab_SRR3487282,SAMN04959817,nab,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749280,SRR3487282,GSM2145545
Chd3_SRR3487284,SAMN04959819,Chd3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749282,SRR3487284,GSM2145547
CG3909_SRR3487286,SAMN04959821,CG3909,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749284,SRR3487286,GSM2145549
da_SRR3487289,SAMN04959824,da,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749287,SRR3487289,GSM2145552
MED23_SRR3487290,SAMN04959825,MED23,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749288,SRR3487290,GSM2145553
Blos1_SRR3487291,SAMN04959826,Blos1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749289,SRR3487291,GSM2145554
gem_SRR3487292,SAMN04959827,gem,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749290,SRR3487292,GSM2145555
CG11906_SRR3487293,SAMN04959828,CG11906,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749291,SRR3487293,GSM2145556
Pdp1_SRR3487295,SAMN04959830,Pdp1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749293,SRR3487295,GSM2145558
YL-1_SRR3487300,SAMN04959835,YL-1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749298,SRR3487300,GSM2145563
CG9890_SRR3487302,SAMN04959837,CG9890,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749300,SRR3487302,GSM2145565
mip120_SRR3487304,SAMN04959839,mip120,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749302,SRR3487304,GSM2145567
pfk_SRR3487306,SAMN04959841,pfk,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749304,SRR3487306,GSM2145569
Eip74EF_SRR3487308,SAMN04959843,Eip74EF,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749306,SRR3487308,GSM2145571
MED27_SRR3487310,SAMN04959845,MED27,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749308,SRR3487310,GSM2145573
abo_SRR3487313,SAMN04959848,abo,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749311,SRR3487313,GSM2145576
Nurf-38_SRR3487315,SAMN04959850,Nurf-38,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749313,SRR3487315,GSM2145578
CG1602_SRR3487316,SAMN04959851,CG1602,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749314,SRR3487316,GSM2145579
CG15073_SRR3487318,SAMN04959853,CG15073,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749316,SRR3487318,GSM2145581
E[bx]_SRR3487319,SAMN04959854,E[bx],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749317,SRR3487319,GSM2145582
HLH106_SRR3487321,SAMN04959856,HLH106,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749319,SRR3487321,GSM2145584
CG18764_SRR3487323,SAMN04959857,CG18764,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749321,SRR3487323,GSM2145586
Rpb11_SRR3487325,SAMN04959859,Rpb11,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749323,SRR3487325,GSM2145588
tsh_SRR3487326,SAMN04959860,tsh,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749324,SRR3487326,GSM2145589
CG1663_SRR3487328,SAMN04959862,CG1663,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749326,SRR3487328,GSM2145591
CG8388_SRR3487329,SAMN04959863,CG8388,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749327,SRR3487329,GSM2145592
rno_SRR3487331,SAMN04959866,rno,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749330,SRR3487331,GSM2145594
CG2051_SRR3487333,SAMN04959868,CG2051,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749332,SRR3487333,GSM2145596
Nf-YB_SRR3487335,SAMN04959870,Nf-YB,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749334,SRR3487335,GSM2145598
MED16_SRR3487337,SAMN04959872,MED16,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749336,SRR3487337,GSM2145600
CG17385_SRR3487339,SAMN04959874,CG17385,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749338,SRR3487339,GSM2145602
maf-S_SRR3487341,SAMN04959876,maf-S,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749340,SRR3487341,GSM2145604
cyc_SRR3487344,SAMN04959879,cyc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749343,SRR3487344,GSM2145607
Taf13_SRR3487347,SAMN04959882,Taf13,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749346,SRR3487347,GSM2145610
EcR_SRR3487350,SAMN04959419,EcR,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749349,SRR3487350,GSM2145613
Iswi_SRR3487352,SAMN04959422,Iswi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749351,SRR3487352,GSM2145615
Meics_SRR3487356,SAMN04959426,Meics,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749355,SRR3487356,GSM2145619
CG4820_SRR3487358,SAMN04959428,CG4820,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749357,SRR3487358,GSM2145621
crc_SRR3487360,SAMN04959430,crc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749359,SRR3487360,GSM2145623
mle_SRR3487362,SAMN04959432,mle,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749361,SRR3487362,GSM2145625
lola_SRR3487364,SAMN04959434,lola,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749363,SRR3487364,GSM2145627
CG13897_SRR3487365,SAMN04959435,CG13897,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749364,SRR3487365,GSM2145628
ptip_SRR3487367,SAMN04959437,ptip,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749366,SRR3487367,GSM2145630
Taf1_SRR3487369,SAMN04959439,Taf1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749368,SRR3487369,GSM2145632
Mio_SRR3487371,SAMN04959441,Mio,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749370,SRR3487371,GSM2145634
LacZ_SRR3487373,SAMN04959443,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749372,SRR3487373,GSM2145636
Opbp_SRR3487374,SAMN04959444,Opbp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749373,SRR3487374,GSM2145637
rhi_SRR3487376,SAMN04959446,rhi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749375,SRR3487376,GSM2145639
D19B_SRR3487378,SAMN04959674,D19B,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749377,SRR3487378,GSM2145641
skd_SRR3487380,SAMN04959676,skd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749379,SRR3487380,GSM2145643
MED7_SRR3487382,SAMN04959678,MED7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749381,SRR3487382,GSM2145645
MED23_SRR3487385,SAMN04959680,MED23,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749384,SRR3487385,GSM2145648
CG11906_SRR3487388,SAMN04959683,CG11906,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749387,SRR3487388,GSM2145651
Pdp1_SRR3487390,SAMN04959685,Pdp1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749389,SRR3487390,GSM2145653
CkIIalpha-i1_SRR3487391,SAMN04959686,CkIIalpha-i1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749390,SRR3487391,GSM2145654
CG6808_SRR3487394,SAMN04959689,CG6808,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749393,SRR3487394,GSM2145657
dl_SRR3487396,SAMN04959691,dl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749395,SRR3487396,GSM2145659
mip120_SRR3487399,SAMN04959694,mip120,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749398,SRR3487399,GSM2145662
pfk_SRR3487401,SAMN04959696,pfk,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749400,SRR3487401,GSM2145664
Eip74EF_SRR3487403,SAMN04959698,Eip74EF,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749402,SRR3487403,GSM2145666
CG30020_SRR3487405,SAMN04959700,CG30020,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749404,SRR3487405,GSM2145668
CG6813_SRR3487407,SAMN04959702,CG6813,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749406,SRR3487407,GSM2145670
topi_SRR3487408,SAMN04959703,topi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749407,SRR3487408,GSM2145671
Su[var]3-7_SRR3487409,SAMN04959601,Su[var]3-7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749408,SRR3487409,GSM2145672
CG4854_SRR3487411,SAMN04959603,CG4854,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749410,SRR3487411,GSM2145674
Trf2_SRR3487414,SAMN04959606,Trf2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749413,SRR3487414,GSM2145677
cic_SRR3487416,SAMN04959608,cic,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749415,SRR3487416,GSM2145679
MTF-1_SRR3487418,SAMN04959610,MTF-1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749417,SRR3487418,GSM2145681
Ada2b_SRR3487420,SAMN04959612,Ada2b,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749419,SRR3487420,GSM2145683
CHES-1-like_SRR3487425,SAMN04959617,CHES-1-like,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749424,SRR3487425,GSM2145688
kay_SRR3487428,SAMN04959620,kay,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749427,SRR3487428,GSM2145691
crol_SRR3487429,SAMN04959621,crol,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749428,SRR3487429,GSM2145692
MBD-like_SRR3487432,SAMN04959624,MBD-like,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749431,SRR3487432,GSM2145695
CG17802_SRR3487433,SAMN04959625,CG17802,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749432,SRR3487433,GSM2145696
Mnt_SRR3487436,SAMN04959628,Mnt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749435,SRR3487436,GSM2145699
ttk_SRR3487440,SAMN04960431,ttk,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749439,SRR3487440,GSM2145703
jumu_SRR3487443,SAMN04960427,jumu,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749442,SRR3487443,GSM2145706
CG43343_SRR3487445,SAMN04960429,CG43343,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749444,SRR3487445,GSM2145708
CG17829_SRR3487448,SAMN04960435,CG17829,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749447,SRR3487448,GSM2145711
